Row,Industry,Type,Name,Link,Description,Duplicate,Base_URL
448,Utilities,"Coal, Oil & Gas",Mining Prospects,https://github.com/llSourcell/mapo,Predict mining prospects and mineral deposits using deep learning and satellite imagery,False,https://github.com/llSourcell/mapo
449,Utilities,Water & Pollution,Safe Water,https://github.com/codeforboston/safe-water,Predict health-based drinking water violations in the United States.,False,https://github.com/codeforboston/safe-water
450,Utilities,Water & Pollution,Hydrology Data,https://github.com/mroberge/hydrofunctions,A suite of convenience functions for exploring water data in Python.,False,https://github.com/mroberge/hydrofunctions
451,Utilities,Water & Pollution,Water Observatory,https://github.com/sentinel-hub/water-observatory-backend,Monitoring water levels of lakes and reservoirs using satellite imagery.,False,https://github.com/sentinel-hub/water-observatory-backend
452,Utilities,Water & Pollution,Water Pipelines,https://github.com/wassname/pipe-segmentation,Using machine learning to find water pipelines in aerial images.,False,https://github.com/wassname/pipe-segmentation
453,Utilities,Water & Pollution,Water Modelling,https://github.com/awracms/awra_cms_older,Australian Water Resource Assessment (AWRA) Community Modelling System.,False,https://github.com/awracms/awra_cms_older
454,Utilities,Water & Pollution,Drought Restrictions,https://github.com/datadesk/california-ccscore-analysis,A Los Angeles Times analysis of water usage after the state eased drought restrictions,False,https://github.com/datadesk/california-ccscore-analysis
455,Utilities,Water & Pollution,Flood Prediction,https://github.com/cadrev/lstm-flood-prediction,Applying LSTM on river water level data,False,https://github.com/cadrev/lstm-flood-prediction
457,Utilities,Water & Pollution,Water Accounting,https://github.com/johnpfay/USWaterAccounting,Assembles water budget data for the US from existing data source,False,https://github.com/johnpfay/USWaterAccounting
458,Utilities,Water & Pollution,Air Quality Prediction,https://github.com/txytju/air-quality-prediction,Predict air quality(aq) in Beijing and London in the next 48 hours.,False,https://github.com/txytju/air-quality-prediction
459,Utilities,Transportation,Transdim,https://github.com/xinychen/transdim,Creating accurate and efficient solutions for the spatio-temporal traffic data imputation and prediction tasks.,False,https://github.com/xinychen/transdim
460,Utilities,Transportation,Transport Recommendation,https://github.com/AlanConstantine/KDD-Cup-2019-CAMMTR,Context-Aware Multi-Modal Transportation Recommendation,False,https://github.com/AlanConstantine/KDD-Cup-2019-CAMMTR
461,Utilities,Transportation,Transport Data,https://github.com/CityofToronto/bdit_data-sources,Data and notebooks for Toronto transport.,False,https://github.com/CityofToronto/bdit_data-sources
462,Utilities,Transportation,Transport Demand,https://github.com/pawelmorawiecki/traffic_jam_Nairobi,Predicting demand for public transportation in Nairobi.,False,https://github.com/pawelmorawiecki/traffic_jam_Nairobi
463,Utilities,Transportation,Demand Estimation,https://github.com/Lemma1/DPFE,Implementation of dynamic origin-destination demand estimation.,False,https://github.com/Lemma1/DPFE
464,Utilities,Transportation,Congestion Analysis,https://github.com/hackoregon/2019-transportation-data-science,Transportation systems analysis,False,https://github.com/hackoregon/2019-transportation-data-science
465,Utilities,Transportation,TS Analysis,https://github.com/nishanthgampa/Time-Series-Analysis-on-Transportation-Data,Time series analysis on transportation data.,False,https://github.com/nishanthgampa/Time-Series-Analysis-on-Transportation-Data
466,Utilities,Transportation,Network Graph Subway,https://github.com/fangshulin/Vulnerability-Analysis-for-Transportation-Networks,Vulnerability analysis for transportation networks.,False,https://github.com/fangshulin/Vulnerability-Analysis-for-Transportation-Networks
467,Utilities,Transportation,Transportation Inefficiencies,https://github.com/akpen/Stockholm-0.1,Quantifying the inefficiencies of Transportation Networks,False,https://github.com/akpen/Stockholm-0.1
468,Utilities,Transportation,Train Optimisation,https://github.com/crowdAI/train-schedule-optimisation-challenge-starter-kit,Train schedule optimisation,False,https://github.com/crowdAI/train-schedule-optimisation-challenge-starter-kit
469,Utilities,Transportation,Traffic Prediction,https://github.com/mratsim/McKinsey-SmartCities-Traffic-Prediction,multi attention recurrent neural networks for time-series (city traffic),False,https://github.com/mratsim/McKinsey-SmartCities-Traffic-Prediction
470,Utilities,Transportation,Predict Crashes,https://github.com/Data4Democracy/crash-model,Crash prediction modelling application that leverages multiple data sources,False,https://github.com/Data4Democracy/crash-model
471,Utilities,Transportation,AI Supply chain,https://github.com/llSourcell/AI_Supply_Chain,Supply chain optimisation system.,False,https://github.com/llSourcell/AI_Supply_Chain
472,Utilities,Transportation,Transfer Learning Flight Delay,https://github.com/cavaunpeu/flight-delays,Using variation encoders in Keras to predict flight delay.,False,https://github.com/cavaunpeu/flight-delays
473,Utilities,Transportation,Replenishment,https://github.com/pratishthakapoor/RetailReplenishement/tree/master/Code,Retail replenishment code for supply chain management.,False,https://github.com/pratishthakapoor/RetailReplenishement/
474,Wholesale & Retail,Wholesale,Customer Analysis,https://github.com/kralmachine/WholesaleCustomerAnalysis,Wholesale customer analysis.,False,https://github.com/kralmachine/WholesaleCustomerAnalysis
475,Wholesale & Retail,Wholesale,Distribution,https://github.com/Semionn/JB-wholesale-distribution-analysis,JB wholesale distribution analysis.,False,https://github.com/Semionn/JB-wholesale-distribution-analysis
476,Wholesale & Retail,Wholesale,Clustering,https://github.com/prakhardogra921/Clustering-Analysis-on-customers-of-a-wholesale-distributor,Unsupervised learning techniques are applied on product spending data collected for customers,False,https://github.com/prakhardogra921/Clustering-Analysis-on-customers-of-a-wholesale-distributor
477,Wholesale & Retail,Wholesale,Market Basket Analysis,https://github.com/tstreamDOTh/Instacart-Market-Basket-Analysis,Instacart public dataset to report which products are often shopped together.,False,https://github.com/tstreamDOTh/Instacart-Market-Basket-Analysis
479,Wholesale & Retail,Retail,Retail Analysis,https://github.com/SarahMestiri/online-retail-case,Studying Online Retail Dataset and getting insights from it.,False,https://github.com/SarahMestiri/online-retail-case
480,Wholesale & Retail,Retail,Online Insights,https://github.com/sharmaroshan/Online-Retail-Transactions-of-UK,Analyzing the Online Transactions in UK,False,https://github.com/sharmaroshan/Online-Retail-Transactions-of-UK
481,Wholesale & Retail,Retail,Retail Use-case,https://github.com/IBM-DSE/CyberShop-Analytics,Notebooks & Data for CyberShop Retail Use Case,False,https://github.com/IBM-DSE/CyberShop-Analytics
482,Wholesale & Retail,Retail,Dwell Time,https://github.com/arvindkarir/retail,Customer dwell time and other analysis.,False,https://github.com/arvindkarir/retail
483,Wholesale & Retail,Retail,Retail Cohort,https://github.com/finnqiao/cohort_online_retail,Cohort analysis.,False,https://github.com/finnqiao/cohort_online_retail
484,Utilities,Electricity,Electricity Capacity,https://github.com/datadesk/california-electricity-capacity-analysis,A Los Angeles Times analysis of California's costly power glut.,True,https://github.com/datadesk/california-electricity-capacity-analysis
485,Utilities,Electricity,Electricity Systems,https://github.com/PyPSA/WHOBS,Optimal Wind+Hydrogen+Other+Battery+Solar (WHOBS) electricity systems for European countries.,True,https://github.com/PyPSA/WHOBS
486,Utilities,Electricity,Load Disaggregation,https://github.com/pipette/Electricity-load-disaggregation,Smart meter load disaggregation with Hidden Markov Models,True,https://github.com/pipette/Electricity-load-disaggregation
487,Utilities,Electricity,Price Forecasting,https://github.com/farwacheema/DA-electricity-price-forecasting,Forecasting Day-Ahead electricity prices in the German bidding zone with deep neural networks.,True,https://github.com/farwacheema/DA-electricity-price-forecasting
488,Utilities,Electricity,Carbon Index,https://github.com/gschivley/carbon-index,"Calculation of electricity CO₂ intensity at national, state, and NERC regions from 2001-present.",True,https://github.com/gschivley/carbon-index
489,Utilities,Electricity,Demand Forecasting,https://github.com/hvantil/ElectricityDemandForecasting,Electricity demand forecasting for Austin.,True,https://github.com/hvantil/ElectricityDemandForecasting
490,Utilities,Electricity,Electricity Consumption,https://github.com/un-modelling/Electricity_Consumption_Surveys,Estimating Electricity Consumption from Household Surveys,True,https://github.com/un-modelling/Electricity_Consumption_Surveys
491,Utilities,Electricity,Household power consumption,https://github.com/amirrezaeian/Individual-household-electric-power-consumption-Data-Set-,Individual household power consumption LSTM.,True,https://github.com/amirrezaeian/Individual-household-electric-power-consumption-Data-Set-
492,Utilities,Electricity,Electricity French Distribution,http://inseaddataanalytics.github.io/INSEADAnalytics/groupprojects/group_energy.html,An analysis of electricity data provided by the French Distribution Network (RTE),True,http://inseaddataanalytics.github.io/INSEADAnalytics/groupprojects/group_energy.html
493,Utilities,Electricity,Renewable Power Plants,https://github.com/Open-Power-System-Data/renewable_power_plants,Time series of cumulated installed capacity.,True,https://github.com/Open-Power-System-Data/renewable_power_plants
494,Utilities,Electricity,Wind Farm Flow,https://github.com/FUSED-Wind/FUSED-Wake,A repository of wind plant flow models connected to FUSED-Wind.,True,https://github.com/FUSED-Wind/FUSED-Wake
495,Utilities,Electricity,Power Plant,https://github.com/YungChunLu/UCI-Power-Plant,The dataset contains 9568 data points collected from a Combined Cycle Power Plant over 6 years,True,https://github.com/YungChunLu/UCI-Power-Plant
496,Utilities,"Coal, Oil & Gas",Coal Phase Out,https://github.com/samarthiith/DE_CoalPhaseOut,Generation adequacy issues with Germany’s coal phaseout.,True,https://github.com/samarthiith/DE_CoalPhaseOut
497,Utilities,"Coal, Oil & Gas",Coal Prediction,https://github.com/Jean-njoroge/coal-exploratory/tree/master/notebooks,Predicting coal production.,True,https://github.com/Jean-njoroge/coal-exploratory/
498,Utilities,"Coal, Oil & Gas",Oil & Gas,https://github.com/sdasadia/Oil-Natural-Gas-Price-Prediction,Oil & Natural Gas price prediction using ARIMA & Neural Networks,True,https://github.com/sdasadia/Oil-Natural-Gas-Price-Prediction
499,Utilities,"Coal, Oil & Gas",Gas Formula,https://github.com/cep-kse/natural_gas_formula,Calculating potential economic effect of price indexation formula.,True,https://github.com/cep-kse/natural_gas_formula
500,Utilities,"Coal, Oil & Gas",Demand Prediction,https://github.com/victorpena1/Natural-Gas-Demand-Prediction,Natural gas demand prediction.,True,https://github.com/victorpena1/Natural-Gas-Demand-Prediction
501,Utilities,"Coal, Oil & Gas",Consumption Forecasting,https://github.com/williamadams1/natural-gas-consumption-forecasting,Natural gas consumption forecasting.,True,https://github.com/williamadams1/natural-gas-consumption-forecasting
502,Utilities,"Coal, Oil & Gas",Gas Trade,https://github.com/bahuisman/NatGasModel,World Model for Natural Gas Trade.,True,https://github.com/bahuisman/NatGasModel
503,Utilities,Water & Pollution,Safe Water,https://github.com/codeforboston/safe-water,Predict health-based drinking water violations in the United States.,True,https://github.com/codeforboston/safe-water
504,Utilities,Water & Pollution,Hydrology Data,https://github.com/mroberge/hydrofunctions,A suite of convenience functions for exploring water data in Python.,True,https://github.com/mroberge/hydrofunctions
505,Utilities,Water & Pollution,Water Observatory,https://github.com/sentinel-hub/water-observatory-backend,Monitoring water levels of lakes and reservoirs using satellite imagery.,True,https://github.com/sentinel-hub/water-observatory-backend
506,Utilities,Water & Pollution,Water Pipelines,https://github.com/wassname/pipe-segmentation,Using machine learning to find water pipelines in aerial images.,True,https://github.com/wassname/pipe-segmentation
507,Utilities,Water & Pollution,Water Modelling,https://github.com/awracms/awra_cms_older,Australian Water Resource Assessment (AWRA) Community Modelling System.,True,https://github.com/awracms/awra_cms_older
508,Utilities,Water & Pollution,Drought Restrictions,https://github.com/datadesk/california-ccscore-analysis,A Los Angeles Times analysis of water usage after the state eased drought restrictions,True,https://github.com/datadesk/california-ccscore-analysis
509,Utilities,Water & Pollution,Flood Prediction,https://github.com/cadrev/lstm-flood-prediction,Applying LSTM on river water level data,True,https://github.com/cadrev/lstm-flood-prediction
511,Utilities,Water & Pollution,Water Accounting,https://github.com/johnpfay/USWaterAccounting,Assembles water budget data for the US from existing data source,True,https://github.com/johnpfay/USWaterAccounting
512,Utilities,Water & Pollution,Air Quality Prediction,https://github.com/txytju/air-quality-prediction,Predict air quality(aq) in Beijing and London in the next 48 hours.,True,https://github.com/txytju/air-quality-prediction
513,Utilities,Transportation,Transdim,https://github.com/xinychen/transdim,Creating accurate and efficient solutions for the spatio-temporal traffic data imputation and prediction tasks.,True,https://github.com/xinychen/transdim
514,Utilities,Transportation,Transport Recommendation,https://github.com/AlanConstantine/KDD-Cup-2019-CAMMTR,Context-Aware Multi-Modal Transportation Recommendation,True,https://github.com/AlanConstantine/KDD-Cup-2019-CAMMTR
515,Utilities,Transportation,Transport Data,https://github.com/CityofToronto/bdit_data-sources,Data and notebooks for Toronto transport.,True,https://github.com/CityofToronto/bdit_data-sources
516,Utilities,Transportation,Transport Demand,https://github.com/pawelmorawiecki/traffic_jam_Nairobi,Predicting demand for public transportation in Nairobi.,True,https://github.com/pawelmorawiecki/traffic_jam_Nairobi
517,Utilities,Transportation,Demand Estimation,https://github.com/Lemma1/DPFE,Implementation of dynamic origin-destination demand estimation.,True,https://github.com/Lemma1/DPFE
518,Utilities,Transportation,Congestion Analysis,https://github.com/hackoregon/2019-transportation-data-science,Transportation systems analysis,True,https://github.com/hackoregon/2019-transportation-data-science
519,Utilities,Transportation,TS Analysis,https://github.com/nishanthgampa/Time-Series-Analysis-on-Transportation-Data,Time series analysis on transportation data.,True,https://github.com/nishanthgampa/Time-Series-Analysis-on-Transportation-Data
520,Utilities,Transportation,Network Graph Subway,https://github.com/fangshulin/Vulnerability-Analysis-for-Transportation-Networks,Vulnerability analysis for transportation networks.,True,https://github.com/fangshulin/Vulnerability-Analysis-for-Transportation-Networks
521,Utilities,Transportation,Transportation Inefficiencies,https://github.com/akpen/Stockholm-0.1,Quantifying the inefficiencies of Transportation Networks,True,https://github.com/akpen/Stockholm-0.1
522,Utilities,Transportation,Train Optimisation,https://github.com/crowdAI/train-schedule-optimisation-challenge-starter-kit,Train schedule optimisation,True,https://github.com/crowdAI/train-schedule-optimisation-challenge-starter-kit
523,Utilities,Transportation,Traffic Prediction,https://github.com/mratsim/McKinsey-SmartCities-Traffic-Prediction,multi attention recurrent neural networks for time-series (city traffic),True,https://github.com/mratsim/McKinsey-SmartCities-Traffic-Prediction
524,Utilities,Transportation,Predict Crashes,https://github.com/Data4Democracy/crash-model,Crash prediction modelling application that leverages multiple data sources,True,https://github.com/Data4Democracy/crash-model
525,Utilities,Transportation,AI Supply chain,https://github.com/llSourcell/AI_Supply_Chain,Supply chain optimisation system.,True,https://github.com/llSourcell/AI_Supply_Chain
526,Utilities,Transportation,Transfer Learning Flight Delay,https://github.com/cavaunpeu/flight-delays,Using variation encoders in Keras to predict flight delay.,True,https://github.com/cavaunpeu/flight-delays
527,Utilities,Transportation,Replenishment,https://github.com/pratishthakapoor/RetailReplenishement/tree/master/Code,Retail replenishment code for supply chain management.,True,https://github.com/pratishthakapoor/RetailReplenishement/
528,Wholesale & Retail,Wholesale,Customer Analysis,https://github.com/kralmachine/WholesaleCustomerAnalysis,Wholesale customer analysis.,True,https://github.com/kralmachine/WholesaleCustomerAnalysis
529,Wholesale & Retail,Wholesale,Distribution,https://github.com/Semionn/JB-wholesale-distribution-analysis,JB wholesale distribution analysis.,True,https://github.com/Semionn/JB-wholesale-distribution-analysis
530,Wholesale & Retail,Wholesale,Clustering,https://github.com/prakhardogra921/Clustering-Analysis-on-customers-of-a-wholesale-distributor,Unsupervised learning techniques are applied on product spending data collected for customers,True,https://github.com/prakhardogra921/Clustering-Analysis-on-customers-of-a-wholesale-distributor
531,Wholesale & Retail,Wholesale,Market Basket Analysis,https://github.com/tstreamDOTh/Instacart-Market-Basket-Analysis,Instacart public dataset to report which products are often shopped together.,True,https://github.com/tstreamDOTh/Instacart-Market-Basket-Analysis
532,Wholesale & Retail,Retail,Retail Analysis,https://github.com/SarahMestiri/online-retail-case,Studying Online Retail Dataset and getting insights from it.,True,https://github.com/SarahMestiri/online-retail-case
533,Wholesale & Retail,Retail,Online Insights,https://github.com/sharmaroshan/Online-Retail-Transactions-of-UK,Analyzing the Online Transactions in UK,True,https://github.com/sharmaroshan/Online-Retail-Transactions-of-UK
534,Wholesale & Retail,Retail,Retail Use-case,https://github.com/IBM-DSE/CyberShop-Analytics,Notebooks & Data for CyberShop Retail Use Case,True,https://github.com/IBM-DSE/CyberShop-Analytics
535,Wholesale & Retail,Retail,Dwell Time,https://github.com/arvindkarir/retail,Customer dwell time and other analysis.,True,https://github.com/arvindkarir/retail
536,Wholesale & Retail,Retail,Retail Cohort,https://github.com/finnqiao/cohort_online_retail,Cohort analysis.,True,https://github.com/finnqiao/cohort_online_retail
